# sourceSeal=16c2a7e window=10 draws=20 — S242/GEN-04.
# `before` counts duplicates inside the window with NO queue (what the runtime did until this packet);
# `after` counts them through drawFreshVariant. `exhausted` = pool at or below the window, which is
# GRB-04's finding and not something a queue can repair. Any `leaking` row is a mechanism bug.
generator,form,widgetType,verdict,draws,distinctWidgets,windowDuplicatesBefore,windowDuplicatesAfter,exhaustedDraws,redraws
circle-complete,semiMajor,numeric,clean,20,17,2,0,0,2
sci-compute,divide,buildExpression,clean,20,17,2,0,0,2
group-division,howManyPieces,numeric,clean,20,17,2,0,0,2
independence-def,conditionalFromDeck,numeric,clean,20,17,3,0,0,3
independence-def,bucketSort,dragBucket,clean,20,17,3,0,0,4
independence-test,plainProduct,numeric,clean,20,17,2,0,0,3
extrema-value,whichPoint,mcq,clean,20,17,3,0,0,3
even-odd-classify,neitherMixed,mcq,clean,20,17,3,0,0,5
reflect-fn,shapeDescribe,mcq,clean,20,17,2,0,0,2
prism-surface-area,totalSA,numeric,clean,20,17,3,0,0,4
scatter-features,sortFeatures,dragBucket,clean,20,17,2,0,0,2
double-angle-solve,nextStep,mcq,clean,20,17,2,0,0,3
box-volume,doubleDimension,numeric,clean,20,17,1,0,0,1
unknown-letter,tipSolve,numeric,clean,20,17,2,0,0,2
round-hundred,whichRounds,mcq,clean,20,17,3,0,0,5
build-fraction,trayRemainder,numeric,clean,20,17,1,0,0,2
equivalent-fractions,cupMark,numeric,clean,20,17,3,0,0,3
read-clock,hourBetween,mcq,clean,20,17,2,0,0,2
attributes,turnInvariant,mcq,clean,20,17,2,0,0,2
attributes,definingAttribute,mcq,clean,20,17,2,0,0,2
attributes,cgTriangleAngleFamily,shapeHierarchyLab,clean,20,17,3,0,0,5
partition-shapes,differentEqualCuts,mcq,clean,20,17,3,0,0,3
partition-shapes,unequalNamedParts,mcq,clean,20,17,2,0,0,2
compare-numbers,smallestWithZero,numeric,clean,20,17,2,0,0,4
mult-tens,tensProductA,numeric,clean,20,17,2,0,0,2
area-vs-perimeter,sameAreaFence,mcq,clean,20,17,3,0,0,3
g7-read-scale,scaleFence,numeric,clean,20,17,3,0,0,4
g7-circle-parts,radiusDifference,numeric,clean,20,17,3,0,0,4
g7-circumference,circApprox,numeric,clean,20,17,3,0,0,7
g7-circle-area,cylinderFromBase,numeric,clean,20,17,1,0,0,1
g7-triangle-inequality,wholeCount,numeric,clean,20,17,2,0,0,4
g7-cross-sections,twoCuts,mcq,clean,20,17,2,0,0,5
pr-unit-rate-g7,milesMixed,mcq,clean,20,17,2,0,0,2
pr-constant-k-g7,rrEquivalentScale,numeric,clean,20,17,2,0,0,5
pr-constant-k-g7,rrTablePartner,numeric,clean,20,17,3,0,0,3
pr-constant-k-g7,rrZeroAnchor,mcq,clean,20,17,3,0,0,3
pr-constant-k-g7,rrDoubleLineLarge,numeric,clean,20,17,3,0,0,3
pr-add-percent-g7,percentTax,numeric,clean,20,17,3,0,0,3
g7-signed-addition,mixedNeg,numeric,clean,20,17,3,0,0,3
g7-tse-balance-solve,tseBalanceA,solveBalance,clean,20,17,2,0,0,3
g7-tse-inequality-build,tseIneqRealPos,buildExpression,clean,20,17,3,0,0,4
g7-tse-inequality-build,inclusiveBoundary,exactNumberLab,clean,20,17,3,0,0,5
g7-tse-inequality-build,graphToInequality,buildExpression,clean,20,17,2,0,0,2
g7-sp-sampling-bias,spBiasCivic,mcq,clean,20,17,2,0,0,2
g7-sp-overlap-interpret,spOverlapModerate,distributionCompareLab,clean,20,17,3,0,0,4
g7-sp-counting-principle,spCountOutfitsA,numeric,clean,20,17,3,0,0,3
g7-sp-counting-principle,spCountOutfitsB,numeric,clean,20,17,3,0,0,3
g8-esn-root-context,esnRootCubeLarge,numeric,clean,20,17,3,0,0,7
g8-esn-compare,esnCompareRatioClose,numeric,clean,20,17,2,0,0,2
g8-rns-decimal-classify,rnsDecimalRepeat,quotientReasoningLab,clean,20,17,3,0,0,3
g8-rns-decimal-classify,rnsPredictRepeatB,mcq,clean,20,17,1,0,0,1
g8-tm-dilation-similarity,tmDilationScale,mcq,clean,20,17,2,0,0,2
g8-bv-judge-fit,bvJudgeShift,mcq,clean,20,17,1,0,0,1
g8-tm-cone-volume,tmConeB,numeric,clean,20,17,2,0,0,2
g8-tm-cone-volume,tmConeContext,numeric,clean,20,17,3,0,0,3
g8-les-system-graphing,lesGraphXBasic,numeric,clean,20,17,2,0,0,3
g8-les-system-graphing,lesGraphYGiven,numeric,clean,20,17,3,0,0,4
g8-les-systems-word,lesWordPurchase,affineRelationshipLab,clean,20,17,3,0,0,4
g8-fn-constant-slope,fgSlopeSimilarTriangles,numeric,clean,20,17,2,0,0,2
k0-add-subtract,KoaTakeAwayNumeric,numeric,clean,20,17,2,0,0,3
k0-add-subtract,KoaChooseOpMcq,mcq,clean,20,17,3,0,0,7
g0-shapes-sorting,shapeRollStackMcq,mcq,clean,20,17,3,0,0,4
g1-add-subtract,BiggerFirstNumeric,numeric,clean,20,17,3,0,0,6
g1-add-subtract,MakeTenFirstNumeric,numeric,clean,20,17,3,0,0,4
g1-add-subtract,TensPartnersMcq,mcq,clean,20,17,3,0,0,4
g1-counting-120,ChartFindNumeric,numeric,clean,20,17,1,0,0,2
g1-counting-120,PastHundredMcq,mcq,clean,20,17,2,0,0,4
g1-tens-ones,TnoExpandNumeric,numeric,clean,20,17,1,0,0,3
g2-fluency,FlMissingNumeric,numeric,clean,20,17,3,0,0,5
g2-fluency,FlSpeedAddNumeric,numeric,clean,20,17,2,0,0,3
g2-fluency,FlSpeedSubNumeric,numeric,clean,20,17,3,0,0,3
g2-measure-money-time,MmtCoinNameMcq,mcq,clean,20,17,2,0,0,3
g2-measure-money-time,MmtGraphCompareNumeric,numeric,clean,20,17,2,0,0,2
g2-measure-money-time,MmtRulerSubtractNumeric,numeric,clean,20,17,2,0,0,3
g2-shapes-shares,Ssg2GridApplyRead,areaModel,clean,20,17,2,0,0,2
g4-fractions,faBenchmarkOrderNumeric,numeric,clean,20,17,1,0,0,5
g4-fractions,faWholeTimesFractionMixed,mixedRegroup,clean,20,17,3,0,0,3
g4-decimals,dHundredthsCellsNumeric,numeric,clean,20,17,1,0,0,1
g4-decimals,dFractionToDecimalNumeric,numeric,clean,20,17,1,0,0,1
a1-exponential,exp-growth-decay__numeric,exactNumberLab,clean,20,17,3,0,0,4
a1-exponential,exp-percent__mcq,mcq,clean,20,17,2,0,0,2
a1-polynomials,factor-trinomial__numeric,numeric,clean,20,17,1,0,0,1
a1-quadratics,quad-factor-solve__numeric,numeric,clean,20,17,2,0,0,2
a1-radicals,rad-simplify-factor__numeric,exactNumberLab,clean,20,17,1,0,0,1
a2-complex,cn-add-sub__mcq,mcq,clean,20,17,3,0,0,4
a2-logarithms,lg-define__mcq,mcq,clean,20,17,3,0,0,5
a2-polynomials,pf-div-theorems__buildExpression,buildExpression,clean,20,17,2,0,0,3
a2-polynomials,pf-long-div__numeric,exactNumberLab,clean,20,17,2,0,0,3
a2-radicals,re-conjugates__buildExpression,buildExpression,clean,20,17,3,0,0,5
a2-radicals,re-plusminus__mcq,mcq,clean,20,17,2,0,0,2
a2-radicals,re-rationalize__buildExpression,buildExpression,clean,20,17,3,0,0,4
a2-rationals,rf-ha__numeric,exactNumberLab,clean,20,17,2,0,0,3
a2-rationals,rf-work__numeric,exactNumberLab,clean,20,17,1,0,0,3
a2-trig,tf-inverse__numeric,numeric,clean,20,17,3,0,0,4
a2-trig,tf-wave-read__numeric,numeric,clean,20,17,2,0,0,3
g10-circle-theorems,cr-cyclic-quad__numeric,numeric,clean,20,17,3,0,0,3
g10-circle-theorems,cr-secant-angles__numeric,exactNumberLab,clean,20,17,3,0,0,3
g10-constructions-proof,cp-transversal-family__numeric,numeric,clean,20,17,1,0,0,1
g10-constructions-proof,cp-vertical-angles__numeric,numeric,clean,20,17,1,0,0,1
g10-coordinate-proofs,cx-classify-tri__numeric,numeric,clean,20,17,3,0,0,3
g10-coordinate-proofs,cx-dist-apps__numeric,numeric,clean,20,17,1,0,0,1
g10-geometry-foundations,gf-composition__numeric,numeric,clean,20,17,2,0,0,2
g10-geometry-foundations,gf-corresponding-parts__numeric,numeric,clean,20,17,2,0,0,3
g10-geometry-foundations,gf-find-motion__numeric,numeric,clean,20,17,3,0,0,5
g10-polygons-quadrilaterals,pq-para-diagonals__numeric,numeric,clean,20,17,2,0,0,2
g10-polygons-quadrilaterals,pq-rectangle__numeric,numeric,clean,20,17,2,0,0,2
g10-right-triangles,rt-454590__numeric,numeric,clean,20,17,3,0,0,2
g10-right-triangles,rt-pythagorean__numeric,numeric,clean,20,17,2,0,0,5
g10-right-triangles,rt-sohcahtoa__numeric,numeric,clean,20,17,2,0,0,2
g10-similarity,sy-area-perimeter__numeric,numeric,clean,20,17,3,0,0,4
g10-similarity,sy-scale__numeric,numeric,clean,20,17,1,0,0,1
g10-solid-geometry,sg-cavalieri-apply__numeric,exactNumberLab,clean,20,17,1,0,0,1
g10-solid-geometry,sg-composite-subtract__numeric,exactNumberLab,clean,20,17,2,0,0,3
g10-solid-geometry,sg-cross-sections__numeric,exactNumberLab,clean,20,17,3,0,0,4
g10-triangle-congruence,tc-centroid__numeric,numeric,clean,20,17,1,0,0,1
g10-triangle-congruence,tc-midsegment__numeric,numeric,clean,20,17,2,0,0,3
g12-conic-sections,conic-sections__co-parabola-def__numeric,numeric,clean,20,17,2,0,0,3
g12-limits-continuity,limits-continuity__lc-avg-rate__numeric,numeric,clean,20,17,3,0,0,3
g12-limits-continuity,limits-continuity__lc-derivative__numeric,numeric,clean,20,17,2,0,0,2
g12-limits-continuity,limits-continuity__lc-limit-idea__numeric,numeric,clean,20,17,2,0,0,4
g12-limits-continuity,limits-continuity__lc-onesided__numeric,numeric,clean,20,17,3,0,0,4
g12-limits-continuity,limits-continuity__lc-rationalize__numeric,exactNumberLab,clean,20,17,2,0,0,2
g12-limits-continuity,limits-continuity__lc-series-limit__numeric,exactNumberLab,clean,20,17,0,0,0,0
g12-polar-parametric,polar-parametric__pp-limacons__numeric,numeric,clean,20,17,3,0,0,4
g12-polar-parametric,polar-parametric__pp-trajectory__numeric,numeric,clean,20,17,2,0,0,2
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-fta-count__mcq,mcq,clean,20,17,2,0,0,2
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-list__numeric,exactNumberLab,clean,20,17,0,0,0,0
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-graph__numeric,numeric,clean,20,17,2,0,0,2
g12-trig-graphs-inverses,trig-graphs-inverses__tg-phase__numeric,numeric,clean,20,17,1,0,0,3
g12-trig-graphs-inverses,trig-graphs-inverses__tg-tan-shape__mcq,mcq,clean,20,17,2,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-apply-sum-diff__numeric,numeric,clean,20,17,3,0,0,3
g12-trig-identities-equations,trig-identities-equations__ti-cos2-forms__mcq,mcq,clean,20,17,2,0,0,2
g12-trig-identities-equations,trig-identities-equations__ti-cos2-forms__numeric,numeric,clean,20,17,3,0,0,3
g12-trig-identities-equations,trig-identities-equations__ti-double-basic__numeric,numeric,clean,20,17,3,0,0,3
g12-trig-identities-equations,trig-identities-equations__ti-general__numeric,numeric,clean,20,17,2,0,0,2
g12-trig-identities-equations,trig-identities-equations__ti-reciprocals__numeric,numeric,clean,20,17,3,0,0,4
g13-curve-analysis,curve-analysis__ca-first-derivative-test__numeric,numeric,clean,20,17,3,0,0,3
g13-derivatives-in-context,derivatives-in-context__dc-ladder__mcq,mcq,clean,20,17,0,0,0,0
g13-differential-equations,differential-equations__de-equilibrium__numeric,numeric,clean,20,17,3,0,0,4
g13-integration-accumulation,integration-accumulation__in-ftc-unified__numeric,numeric,clean,20,17,1,0,0,2
g13-integration-accumulation,integration-accumulation__in-ftc2__numeric,numeric,clean,20,17,3,0,0,4
g13-integration-accumulation,integration-accumulation__in-riemann__numeric,numeric,clean,20,17,2,0,0,4
g13-integration-accumulation,integration-accumulation__in-usub-limits__numeric,numeric,clean,20,17,3,0,0,5
g13-integration-applications,integration-applications__ia-area-between__numeric,numeric,clean,20,17,3,0,0,3
g13-integration-applications,integration-applications__ia-washer__numeric,numeric,clean,20,17,2,0,0,2
g13-parametric-polar-calculus,parametric-polar-calculus__pc-arc-length__numeric,numeric,clean,20,17,0,0,0,0
g13-parametric-polar-calculus,parametric-polar-calculus__pc-polar-area__numeric,numeric,clean,20,17,2,0,0,2
g10-conditional-probability,conditional-probability__cpr-complement-table__numeric,numeric,clean,20,17,2,0,0,2
g10-conditional-probability,conditional-probability__cpr-reversal-error__numeric,numeric,clean,20,17,3,0,0,4
g6-data-literacy,ddSurveyPlan,mcq,clean,20,18,2,0,0,2
g6-center-spread,ddSummaryIqr,numeric,clean,20,18,1,0,0,1
g6-center-spread,ddChoiceIqr,numeric,clean,20,18,2,0,0,3
g6-center-spread,ddCapShape,mcq,clean,20,18,2,0,0,3
g6-center-spread,ddCapGap,numeric,clean,20,18,2,0,0,2
prob-fraction,trialRelFreq,trialProbabilityLab,clean,20,18,2,0,0,2
match-object-shape,solids,matchPairs,clean,20,18,2,0,0,2
compare-groups,more,tapDiagram,clean,20,18,2,0,0,2
trig-model,midline,numeric,clean,20,18,2,0,0,2
seq-recursive,affine,numeric,clean,20,18,2,0,0,2
cn-cts-solve,fromSquare,numeric,clean,20,18,2,0,0,4
cn-i-powers,sumOfPowers,numeric,clean,20,18,2,0,0,4
cn-solve-any,shiftedSquare,numeric,clean,20,18,0,0,0,0
two-step-solve,minusForm,numeric,clean,20,18,2,0,0,2
multiple-find,chartColumn,mcq,clean,20,18,2,0,0,2
frac-multiply,cancelFirst,fractionEntry,clean,20,18,2,0,0,2
frac-multiply,noticeShared,fractionEntry,clean,20,18,1,0,0,1
quad-shape-area,squareExtended,numeric,clean,20,18,2,0,0,2
composite-area-lab,parallelogramMcq,compositeAreaLab,clean,20,18,1,0,0,1
grid-count,read,areaModel,clean,20,18,1,0,0,2
pq-para-side,solveSide,numeric,clean,20,18,1,0,0,2
gf-segment-add,coordMid,numeric,clean,20,18,1,0,0,2
gf-angle-add,bisect,numeric,clean,20,18,2,0,0,5
coord-perimeter,pentagon,numeric,clean,20,18,0,0,0,0
partial-products,carryContinue,numeric,clean,20,18,2,0,0,2
fn-evaluate,squareMinus,numeric,clean,20,18,2,0,0,2
fn-evaluate,quadMinus,numeric,clean,20,18,2,0,0,2
fn-arith-seq,nthPos,numeric,clean,20,18,1,0,0,1
decimal-compute,divCompute,numeric,clean,20,18,2,0,0,2
negative-intro,absoluteNumeric,numeric,clean,20,18,2,0,0,2
remainder-word,eachGets,quotientReasoningLab,clean,20,18,1,0,0,1
grouping-first,groupAddMul,exactNumberLab,clean,20,18,2,0,0,4
grouping-first,doubleAddEval,evalOrder,clean,20,18,2,0,0,2
decimal-shift-divide,bareDivide,placeValueTransformLab,clean,20,18,2,0,0,3
power-product,mixedPowerOrder,numeric,clean,20,18,1,0,0,1
power-ten-exponent,threeStep,placeValueTransformLab,clean,20,18,2,0,0,2
circle-sector,arcMeasure,numeric,clean,20,18,2,0,0,2
subtract-within-100,minusTens,numeric,clean,20,18,2,0,0,2
subtract-within-20,countBack,numeric,clean,20,18,2,0,0,3
subtract-within-20,factFamily,numeric,clean,20,18,2,0,0,2
metric-convert,customary,numeric,clean,20,18,2,0,0,4
metric-convert,rrMinutesSeconds,numeric,clean,20,18,1,0,0,1
place-compare,decimalMixed,placeValueTransformLab,clean,20,18,2,0,0,2
pct-of-number,rrWholeFromPercent,numeric,clean,20,18,1,0,0,2
unit-frac-divide,divideFractionWhole,quotientReasoningLab,clean,20,18,2,0,0,2
whole-times-fraction,numeratorOnly,numeric,clean,20,18,2,0,0,2
circle-complete,completeSquare,numeric,clean,20,18,2,0,0,2
orbit-ecc,flyby,mcq,clean,20,18,2,0,0,2
coordinate-plot,cgAxisDistance,pointSetReasoningLab,clean,20,18,1,0,0,1
proportional-plot,cgPairLineReason,mcq,clean,20,18,2,0,0,3
matrix-apply,swap,pointEntry,clean,20,18,1,0,0,1
second-deriv-eval,localMax,numeric,clean,20,18,2,0,0,2
full-sketch,fallingSteepening,mcq,clean,20,18,2,0,0,2
inverse-deriv,polyInverse,numeric,clean,20,18,1,0,0,1
second-deriv-poly,classify,mcq,clean,20,18,2,0,0,2
implicit-diff,hyperbola,numeric,clean,20,18,1,0,0,1
arc-measure,classify,mcq,clean,20,18,2,0,0,2
array-model,rowsTotal,numeric,clean,20,18,2,0,0,2
share-division,eachShare,numeric,clean,20,18,2,0,0,3
missing-factor,flipIt,numeric,clean,20,18,1,0,0,1
missing-factor,rowPlusExtra,numeric,clean,20,18,0,0,0,0
rate-interpret,negativeMeaning,mcq,clean,20,18,1,0,0,1
multiplication-rule,chainNumeric,numeric,clean,20,18,2,0,0,2
extrema-value,localVsAbsolute,mcq,clean,20,18,2,0,0,2
subtract-like-denom,simplifyDenom,numeric,clean,20,18,2,0,0,2
box-surface-area,sumPairs,numeric,clean,20,18,2,0,0,2
scatter-features,clusterCorner,mcq,clean,20,18,1,0,0,1
times-nine,patternClaim,mcq,clean,20,18,1,0,0,1
box-volume,unitCubes,numeric,clean,20,18,1,0,0,2
box-volume,layers,numeric,clean,20,18,1,0,0,1
fraction-volume,planterDecimal,numeric,clean,20,18,1,0,0,1
identity-zero,riddleZero,numeric,clean,20,18,2,0,0,2
unknown-letter,solveAdd,numeric,clean,20,18,2,0,0,2
unknown-letter,solveSubtract,numeric,clean,20,18,2,0,0,2
reasonableness,estimateThenExact,numeric,clean,20,18,2,0,0,2
nl-beyond-one,betweenWhich,numeric,clean,20,18,2,0,0,3
equiv-models,fairTrade,mcq,clean,20,18,1,0,0,1
compare-same-denom,relayLegs,numeric,clean,20,18,1,0,0,1
time-relative,minutesTo,numeric,clean,20,18,0,0,0,0
time-relative,waitTime,numeric,clean,20,18,1,0,0,1
elapsed-time,endAfter,clockSet,clean,20,18,2,0,0,2
volume,dryIngredient,mcq,clean,20,18,2,0,0,2
missing-side,penWidth,geometricConstraintLab,clean,20,18,2,0,0,4
attributes,cgTriangleDualLabel,shapeHierarchyLab,clean,20,18,1,0,0,1
unit-trading,tensAndOnes,numeric,clean,20,18,2,0,0,4
zero-pattern,zeroProductB,numeric,clean,20,18,2,0,0,1
line-plot,rangeSpan,mcq,clean,20,18,2,0,0,2
tiling,unequalRows,numeric,clean,20,18,2,0,0,2
tiling,equalRows,numeric,clean,20,18,2,0,0,2
area-distributive,splitGiven,numeric,clean,20,18,2,0,0,2
double-double,whichFact,mcq,clean,20,18,1,0,0,1
distributive,rowsSold,numeric,clean,20,18,2,0,0,2
distributive,variableEval,numeric,clean,20,18,2,0,0,2
distributive,factorMissing,numeric,clean,20,18,1,0,0,1
unknown-position,goodPerGroup,numeric,clean,20,18,1,0,0,1
pr-unit-rate-g7,milesFraction,mcq,clean,20,18,0,0,0,0
pr-unit-rate-g7,recipeFraction,mcq,clean,20,18,1,0,0,2
pr-unit-rate-g7,rrBetterBuyTwo,proportionalReasoningLab,clean,20,18,1,0,0,1
pr-constant-k-g7,rrRatioScale,numeric,clean,20,18,1,0,0,2
pr-graph-rate-g7,graphRateRead,pointSetReasoningLab,clean,20,18,2,0,0,2
pr-graph-rate-g7,graphStoryRead,pointSetReasoningLab,clean,20,18,1,0,0,1
pr-percent-change-g7,percentIncrease,numeric,clean,20,18,2,0,0,2
g7-signed-addition,samePos,numeric,clean,20,18,1,0,0,1
g7-signed-addition,diffNegLarge,numeric,clean,20,18,1,0,0,1
g7-signed-addition,diffPos,numeric,clean,20,18,2,0,0,2
g7-signed-addition,diffChallenge,numeric,clean,20,18,0,0,0,0
g7-signed-addition,mixedPos,numeric,clean,20,18,2,0,0,3
g7-signed-multiply-divide,divDiff,numeric,clean,20,18,2,0,0,2
g7-signed-multiply-divide,divSameLarge,numeric,clean,20,18,1,0,0,1
g7-mixed-rational,integerProduct,exactNumberLab,clean,20,18,1,0,0,1
g7-tse-expression-build,tseCombineSameNeg,buildExpression,clean,20,18,2,0,0,4
g7-tse-expression-build,tseCombineDistPlus,buildExpression,clean,20,18,2,0,0,2
g7-tse-expression-build,tseCombineDistMinus,buildExpression,clean,20,18,2,0,0,2
g7-tse-balance-solve,tseBalanceB,solveBalance,clean,20,18,2,0,0,2
g7-tse-inequality-build,strictBoundary,exactNumberLab,clean,20,18,1,0,0,1
g7-sp-sample-estimate,spEstimateTown,numeric,clean,20,18,2,0,0,3
g7-sp-sampling-bias,spBiasCustomer,mcq,clean,20,18,1,0,0,1
g7-sp-overlap-interpret,spOverlapHeavy,distributionCompareLab,clean,20,18,2,0,0,2
g7-sp-overlap-interpret,spCompareSmall,distributionCompareLab,clean,20,18,2,0,0,2
g7-sp-compound-model,spCompoundGame,compoundEventLab,clean,20,18,1,0,0,1
g8-esn-place-value,esnPlaceNegative,placeValueTransformLab,clean,20,18,2,0,0,4
g8-esn-compare,esnCompareRatioLarge,numeric,clean,20,18,0,0,0,0
g8-rns-root-classify,rnsClassifyGrowingDecimal,mcq,clean,20,18,0,0,0,0
g8-rns-root-estimate,rnsBoundsA,numeric,clean,20,18,2,0,0,2
g8-tm-pythagorean-why,tmPythAreaMeaning,geometricConstraintLab,clean,20,18,1,0,0,2
g8-tm-rigid-motion,tmTransformSort,dragBucket,clean,20,18,1,0,0,1
g8-tm-transversal,tmTransversalAlternate,numeric,clean,20,18,2,0,0,2
g8-tm-transversal,tmTransversalSupplement,numeric,clean,20,18,1,0,0,1
g8-bv-outlier-impact,bvOutlierImpact,mcq,clean,20,18,2,0,0,3
g8-bv-judge-fit,bvJudgeCompare,mcq,clean,20,18,2,0,0,2
g8-tm-cylinder-volume,tmCylinderTank,numeric,clean,20,18,2,0,0,2
g8-tm-sphere-volume,tmSphereCoeff,numeric,clean,20,18,0,0,0,0
g8-les-distribute-solve,lesExpandMatch,matchPairs,clean,20,18,2,0,0,2
g8-les-substitution-method,lesSubstituteA,numeric,clean,20,18,1,0,0,1
g8-fn-function-definition,fgChooseFunction,mcq,clean,20,18,2,0,0,2
g8-fn-same-function-forms,fgFormsStoryBuild,buildExpression,clean,20,18,2,0,0,3
g8-fn-same-function-forms,fgFormsGraphBuild,buildExpression,clean,20,18,0,0,0,0
g8-fn-compare-context,fgCompareBreakEven,affineRelationshipLab,clean,20,18,1,0,0,1
g8-fn-graph-stories,fgStoryAccelerateSteady,graphStoryLab,clean,20,18,2,0,0,2
g0-shapes-sorting,shapeWeightMcq,mcq,clean,20,18,1,0,0,1
g0-shapes-sorting,shapeLengthCompare,lengthCompare,clean,20,18,1,0,0,1
k0-count-100,kTensNextMcq,mcq,clean,20,18,1,0,0,1
g1-add-subtract,CountBackMcq,mcq,clean,20,18,0,0,0,0
g1-add-subtract,CountingOnNumeric,numeric,clean,20,18,1,0,0,1
g1-add-subtract,ResultUnknownNumeric,numeric,clean,20,18,2,0,0,2
g1-add-subtract,UnknownNumeric,numeric,clean,20,18,1,0,0,1
g1-counting-120,TenMoreLessNumeric,numeric,clean,20,18,2,0,0,3
g2-fluency,FlFactFamilyNumeric,numeric,clean,20,18,2,0,0,2
g2-add-subtract-100,Fluency20Numeric,numeric,clean,20,18,1,0,0,1
g2-add-subtract-100,ParitySumNumeric,numeric,clean,20,18,2,0,0,2
g2-measure-money-time,MmtUnitFitMcq,mcq,clean,20,18,0,0,0,0
g2-place-value-1000,Pv1000SkipTensNumeric,numeric,clean,20,18,2,0,0,3
g2-shapes-shares,Ssg2ShapeVocabMcq,mcq,clean,20,18,2,0,0,2
g3-div-fluency,DivMixedNumeric,numeric,clean,20,18,2,0,0,3
g4-fractions,faLikeDenomWordNumeric,numeric,clean,20,18,2,0,0,3
g4-decimals,dMoneyNumeric,numeric,clean,20,18,1,0,0,1
g4-lines-angles,laGeometricBasicsMcq,mcq,clean,20,18,2,0,0,2
g4-lines-angles,laTriangleClassificationMcq,mcq,clean,20,18,2,0,0,3
g4-place-million,pvPlaceNamesMcq,mcq,clean,20,18,2,0,0,3
g4-place-million,pvReadingBigMcq,mcq,clean,20,18,1,0,0,1
a1-polynomials,exponent-zero-negative__mcq,mcq,clean,20,18,1,0,0,1
a1-polynomials,factor-gcf__buildExpression,buildExpression,clean,20,18,2,0,0,2
a1-polynomials,factor-gcf__numeric,numeric,clean,20,18,2,0,0,2
a1-polynomials,factor-trinomial__buildExpression,buildExpression,clean,20,18,1,0,0,1
a1-polynomials,poly-special-products__mcq,mcq,clean,20,18,1,0,0,2
a1-linear-functions,slope-intercept-graph__numeric,exactNumberLab,clean,20,18,2,0,0,2
a1-quadratics,quad-formula__numeric,numeric,clean,20,18,2,0,0,2
a1-radicals,rad-multiply__numeric,exactNumberLab,clean,20,18,2,0,0,2
a1-radicals,rad-pythagorean-radical__mcq,mcq,clean,20,18,2,0,0,2
a1-solving-equations,literal-frac__numeric,numeric,clean,20,18,2,0,0,3
a2-complex,cn-build-quad__buildExpression,buildExpression,clean,20,18,1,0,0,1
a2-complex,cn-neg-eq__mcq,mcq,clean,20,18,1,0,0,1
a2-transformations,ft-arith__numeric,numeric,clean,20,18,1,0,0,2
a2-transformations,ft-compose__numeric,numeric,clean,20,18,2,0,0,2
a2-logarithms,lg-log-solve__numeric,exactNumberLab,clean,20,18,1,0,0,1
a2-polynomials,pf-end-behavior__mcq,mcq,clean,20,18,1,0,0,1
a2-radicals,re-both-sides__numeric,exactNumberLab,clean,20,18,2,0,0,3
a2-radicals,re-convert__mcq,mcq,clean,20,18,2,0,0,3
a2-radicals,re-domains__buildExpression,buildExpression,clean,20,18,1,0,0,2
a2-radicals,re-domains__mcq,mcq,clean,20,18,2,0,0,2
a2-radicals,re-rules__mcq,mcq,clean,20,18,2,0,0,2
a2-radicals,re-sqrt-fn__numeric,exactNumberLab,clean,20,18,2,0,0,4
a2-radicals,re-transform__numeric,exactNumberLab,clean,20,18,1,0,0,1
a2-rationals,rf-multiply__mcq,mcq,clean,20,18,2,0,0,3
a2-series,sr-convert__numeric,numeric,clean,20,18,2,0,0,2
a2-trig,tf-model__numeric,numeric,clean,20,18,2,0,0,2
g10-circle-theorems,cr-chord-arc__numeric,numeric,clean,20,18,0,0,0,0
g10-circle-theorems,cr-sector-area__numeric,numeric,clean,20,18,1,0,0,2
g10-circle-theorems,cr-tangent-apps__numeric,exactNumberLab,clean,20,18,2,0,0,2
g10-circle-theorems,cr-tangent-chord__numeric,numeric,clean,20,18,2,0,0,3
g10-coordinate-proofs,cx-circle-eq__numeric,numeric,clean,20,18,1,0,0,2
g10-coordinate-proofs,cx-classify-tri__mcq,mcq,clean,20,18,1,0,0,1
g10-coordinate-proofs,cx-parallel-proof__numeric,numeric,clean,20,18,2,0,0,2
g10-geometry-foundations,gf-congruence-def__numeric,numeric,clean,20,18,2,0,0,2
g10-geometry-foundations,gf-line-symmetry__numeric,numeric,clean,20,18,1,0,0,1
g10-polygons-quadrilaterals,pq-regular-angles__numeric,numeric,clean,20,18,1,0,0,1
g10-polygons-quadrilaterals,pq-square__numeric,numeric,clean,20,18,2,0,0,3
g10-right-triangles,rt-height-apps__numeric,numeric,clean,20,18,1,0,0,1
g10-right-triangles,rt-pythagorean-apply__numeric,numeric,clean,20,18,2,0,0,4
g10-right-triangles,rt-trig-apps__numeric,numeric,clean,20,18,1,0,0,1
g10-solid-geometry,sg-cylinder-justified__numeric,exactNumberLab,clean,20,18,2,0,0,2
g10-solid-geometry,sg-modeling__numeric,exactNumberLab,clean,20,18,1,0,0,2
g10-solid-geometry,sg-section-reasoning__numeric,exactNumberLab,clean,20,18,0,0,0,0
g10-solid-geometry,sg-sphere-justified__numeric,exactNumberLab,clean,20,18,1,0,0,1
