# sourceSeal=16c2a7e window=10 draws=20 — S242/GEN-04.
# `before` counts duplicates inside the window with NO queue (what the runtime did until this packet);
# `after` counts them through drawFreshVariant. `exhausted` = pool at or below the window, which is
# GRB-04's finding and not something a queue can repair. Any `leaking` row is a mechanism bug.
generator,form,widgetType,verdict,draws,distinctWidgets,windowDuplicatesBefore,windowDuplicatesAfter,exhaustedDraws,redraws
g4-place-million,pvOrderBigMcq,mcq,clean,20,20,0,0,0,0
g4-place-million,pvOrderBigNumeric,numeric,clean,20,20,0,0,0,0
a1-exponential,exp-compare__mcq,mcq,clean,20,20,0,0,0,0
a1-exponential,exp-graph-read__mcq,mcq,clean,20,20,0,0,0,0
a1-exponential,exp-growth-decay__mcq,mcq,clean,20,20,0,0,0,0
a1-exponential,exp-vs-linear__mcq,mcq,clean,20,20,0,0,0,0
a1-polynomials,exponent-power__mcq,mcq,clean,20,20,0,0,0,0
a1-polynomials,poly-mul-binomial__mcq,mcq,clean,20,20,0,0,0,0
a1-polynomials,poly-mul-binomial__numeric,numeric,clean,20,20,0,0,0,0
a1-functions-sequences,fn-arith-rule__numeric,numeric,clean,20,20,0,0,0,0
a1-functions-sequences,fn-classify__mcq,mcq,clean,20,20,0,0,0,0
a1-linear-functions,form-conversion__numeric,exactNumberLab,clean,20,20,0,0,0,0
a1-linear-functions,intercepts__numeric,exactNumberLab,clean,20,20,0,0,0,0
a1-linear-functions,line-from-point-slope__mcq,mcq,clean,20,20,0,0,0,0
a1-linear-functions,line-from-point-slope__numeric,exactNumberLab,clean,20,20,0,0,0,0
a1-linear-functions,line-from-two-points__numeric,exactNumberLab,clean,20,20,0,0,0,0
a1-linear-functions,parallel-perpendicular__numeric,exactNumberLab,clean,20,20,0,0,0,0
a1-linear-functions,point-slope-read__buildExpression,buildExpression,clean,20,20,0,0,0,0
a1-linear-functions,point-slope-read__mcq,mcq,clean,20,20,0,0,0,0
a1-linear-functions,slope-intercept-graph__mcq,mcq,clean,20,20,0,0,0,0
a1-linear-functions,slope-intercept-read__mcq,mcq,clean,20,20,0,0,0,0
a1-linear-functions,slope-intercept-read__numeric,exactNumberLab,clean,20,20,0,0,0,0
a1-linear-functions,slope-sign__matchPairs,matchPairs,clean,20,20,0,0,0,0
a1-linear-functions,standard-form__mcq,mcq,clean,20,20,0,0,0,0
a1-quadratics,quad-apply-choose__numeric,numeric,clean,20,20,0,0,0,0
a1-quadratics,quad-factor-solve__mcq,mcq,clean,20,20,0,0,0,0
a1-quadratics,quad-formula__mcq,mcq,clean,20,20,0,0,0,0
a1-quadratics,quad-transform__mcq,mcq,clean,20,20,0,0,0,0
a1-quadratics,quad-transform__numeric,numeric,clean,20,20,0,0,0,0
a1-quadratics,quad-vertex-form__mcq,mcq,clean,20,20,0,0,0,0
a1-radicals,rad-fully-simplified__mcq,mcq,clean,20,20,0,0,0,0
a1-radicals,rad-simplify-factor__mcq,mcq,clean,20,20,0,0,0,0
a1-solving-equations,both-sides-inequality__buildExpression,buildExpression,clean,20,20,0,0,0,0
a1-solving-equations,both-sides__mcq,mcq,clean,20,20,0,0,0,0
a1-solving-equations,both-sides__numeric,numeric,clean,20,20,0,0,0,0
a1-solving-equations,decimal-eq__mcq,mcq,clean,20,20,0,0,0,0
a1-solving-equations,decimal-eq__numeric,numeric,clean,20,20,0,0,0,0
a1-solving-equations,flip-rule__mcq,mcq,clean,20,20,0,0,0,0
a1-solving-equations,fraction-eq__mcq,mcq,clean,20,20,0,0,0,0
a1-solving-equations,solve-inequality__mcq,mcq,clean,20,20,0,0,0,0
a1-solving-equations,two-step__mcq,mcq,clean,20,20,0,0,0,0
a1-systems,classify-systems__mcq,mcq,clean,20,20,0,0,0,0
a1-systems,eliminate-add-subtract__numeric,affineRelationshipLab,clean,20,20,0,0,0,0
a1-systems,eliminate-scale-both__numeric,affineRelationshipLab,clean,20,20,0,0,0,0
a1-systems,eliminate-scale-one__numeric,affineRelationshipLab,clean,20,20,0,0,0,0
a1-systems,solve-by-graphing__mcq,mcq,clean,20,20,0,0,0,0
a1-systems,solve-by-graphing__numeric,affineRelationshipLab,clean,20,20,0,0,0,0
a1-systems,substitution-solve__mcq,mcq,clean,20,20,0,0,0,0
a1-systems,substitution-solve__numeric,affineRelationshipLab,clean,20,20,0,0,0,0
a1-systems,system-solution__mcq,mcq,clean,20,20,0,0,0,0
a1-systems,system-solution__numeric,affineRelationshipLab,clean,20,20,0,0,0,0
a1-systems,word-count-value__numeric,exactNumberLab,clean,20,20,0,0,0,0
a1-systems,word-total-difference__numeric,exactNumberLab,clean,20,20,0,0,0,0
a2-complex,cn-build-quad__mcq,mcq,clean,20,20,0,0,0,0
a2-complex,cn-complex-plane__mcq,mcq,clean,20,20,0,0,0,0
a2-complex,cn-multiply__mcq,mcq,clean,20,20,0,0,0,0
a2-transformations,ft-full-rule__dragOrder,dragOrder,clean,20,20,0,0,0,0
a2-transformations,ft-full-rule__numeric,numeric,clean,20,20,0,0,0,0
a2-transformations,ft-inverse-rule__mcq,mcq,clean,20,20,0,0,0,0
a2-transformations,ft-inverse-undo__mcq,mcq,clean,20,20,0,0,0,0
a2-transformations,ft-inverse-undo__numeric,numeric,clean,20,20,0,0,0,0
a2-logarithms,lg-e-solve__mcq,mcq,clean,20,20,0,0,0,0
a2-logarithms,lg-evaluate__mcq,mcq,clean,20,20,0,0,0,0
a2-logarithms,lg-exp-solve__mcq,mcq,clean,20,20,0,0,0,0
a2-logarithms,lg-halflife__mcq,mcq,clean,20,20,0,0,0,0
a2-logarithms,lg-log-solve__mcq,mcq,clean,20,20,0,0,0,0
a2-logarithms,lg-models__mcq,mcq,clean,20,20,0,0,0,0
a2-logarithms,lg-models__numeric,numeric,clean,20,20,0,0,0,0
a2-logarithms,lg-scales__mcq,mcq,clean,20,20,0,0,0,0
a2-polynomials,pf-build__mcq,mcq,clean,20,20,0,0,0,0
a2-polynomials,pf-factor-thm__mcq,mcq,clean,20,20,0,0,0,0
a2-polynomials,pf-grouping__mcq,mcq,clean,20,20,0,0,0,0
a2-polynomials,pf-leading-term__mcq,mcq,clean,20,20,0,0,0,0
a2-polynomials,pf-leading-term__numeric,numeric,clean,20,20,0,0,0,0
a2-polynomials,pf-synthetic__buildExpression,buildExpression,clean,20,20,0,0,0,0
a2-polynomials,pf-synthetic__mcq,mcq,clean,20,20,0,0,0,0
a2-polynomials,pf-synthetic__numeric,exactNumberLab,clean,20,20,0,0,0,0
a2-radicals,re-both-sides__mcq,mcq,clean,20,20,0,0,0,0
a2-radicals,re-sqrt-fn__mcq,mcq,clean,20,20,0,0,0,0
a2-radicals,re-transform__buildExpression,buildExpression,clean,20,20,0,0,0,0
a2-rationals,rf-excluded__mcq,mcq,clean,20,20,0,0,0,0
a2-rationals,rf-ha__mcq,mcq,clean,20,20,0,0,0,0
a2-rationals,rf-holes__mcq,mcq,clean,20,20,0,0,0,0
a2-rationals,rf-opposite__mcq,mcq,clean,20,20,0,0,0,0
a2-rationals,rf-simplify__mcq,mcq,clean,20,20,0,0,0,0
a2-series,sr-arith-apply__dragOrder,dragOrder,clean,20,20,0,0,0,0
a2-series,sr-arith-apply__numeric,numeric,clean,20,20,0,0,0,0
a2-series,sr-convert__mcq,mcq,clean,20,20,0,0,0,0
a2-series,sr-inf-converge__mcq,mcq,clean,20,20,0,0,0,0
g10-circle-theorems,cr-chord-arc__mcq,mcq,clean,20,20,0,0,0,0
g10-circle-theorems,cr-chord-perp__mcq,mcq,clean,20,20,0,0,0,0
g10-circle-theorems,cr-cyclic-quad__mcq,mcq,clean,20,20,0,0,0,0
g10-circle-theorems,cr-secant-angles__mcq,mcq,clean,20,20,0,0,0,0
g10-circle-theorems,cr-tangent-perp__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-angle-bisector__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-conjecture-proof__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-copy-segment__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-hexagon__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-parallel-through-point__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-perp-at-point__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-perp-bisector__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-perp-from-point__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-proving-transversal__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-square-triangle__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-two-column__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-vertical-angles__mcq,mcq,clean,20,20,0,0,0,0
g10-constructions-proof,cp-why-works__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-circle-cts__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-circle-eq__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-circle-position__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-classify-quad__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-dist-apps__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-parallel-proof__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-partition__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-perp-proof__mcq,mcq,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-perp-proof__numeric,numeric,clean,20,20,0,0,0,0
g10-coordinate-proofs,cx-shoelace__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-composition__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-congruence-def__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-corresponding-parts__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-definitions__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-find-motion__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-notation__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-reflection-rule__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-rotation-rule__mcq,mcq,clean,20,20,0,0,0,0
g10-geometry-foundations,gf-undefined-terms__mcq,mcq,clean,20,20,0,0,0,0
g10-polygons-quadrilaterals,pq-capstone__mcq,mcq,clean,20,20,0,0,0,0
g10-polygons-quadrilaterals,pq-hierarchy__mcq,mcq,clean,20,20,0,0,0,0
g10-polygons-quadrilaterals,pq-para-diagonals__mcq,mcq,clean,20,20,0,0,0,0
g10-polygons-quadrilaterals,pq-para-tests__mcq,mcq,clean,20,20,0,0,0,0
g10-polygons-quadrilaterals,pq-rectangle__mcq,mcq,clean,20,20,0,0,0,0
g10-polygons-quadrilaterals,pq-square__mcq,mcq,clean,20,20,0,0,0,0
g10-right-triangles,rt-306090__numeric,numeric,clean,20,20,0,0,0,0
g10-right-triangles,rt-choose-tool__mcq,mcq,clean,20,20,0,0,0,0
g10-right-triangles,rt-choose-tool__numeric,numeric,clean,20,20,0,0,0,0
g10-right-triangles,rt-classify__mcq,mcq,clean,20,20,0,0,0,0
g10-right-triangles,rt-converse__mcq,mcq,clean,20,20,0,0,0,0
g10-right-triangles,rt-elev-depress__mcq,mcq,clean,20,20,0,0,0,0
g10-right-triangles,rt-inverse-trig__mcq,mcq,clean,20,20,0,0,0,0
g10-right-triangles,rt-law-sines__mcq,mcq,clean,20,20,0,0,0,0
g10-right-triangles,rt-law-sines__numeric,numeric,clean,20,20,0,0,0,0
g10-right-triangles,rt-trig-apps__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-aa__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-altitude-similar__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-area-perimeter__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-dilation__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-geometric-mean__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-indirect__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-proportions-figures__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-scale__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-side-splitter-converse__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-similarity__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-solving-right__mcq,mcq,clean,20,20,0,0,0,0
g10-similarity,sy-sss-similar__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-cavalieri-apply__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-cavalieri-limits__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-cavalieri__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-cross-sections__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-cylinder-justified__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-modeling__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-scale-effects__numeric,exactNumberLab,clean,20,20,0,0,0,0
g10-solid-geometry,sg-section-reasoning__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-third-story__mcq,mcq,clean,20,20,0,0,0,0
g10-solid-geometry,sg-third-story__numeric,exactNumberLab,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-asa__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-centers-choice__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-circumcenter__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-cpctc-practice__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-cpctc__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-hinge__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-hl__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-inequality-proofs__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-isosceles-converse__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-isosceles__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-isosceles__numeric,numeric,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-midsegment__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-overlapping__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-sas__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-ssa-fails__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-sss__mcq,mcq,clean,20,20,0,0,0,0
g10-triangle-congruence,tc-triangle-inequality__mcq,mcq,clean,20,20,0,0,0,0
g12-conic-sections,conic-sections__co-ecc-unify__mcq,mcq,clean,20,20,0,0,0,0
g12-conic-sections,conic-sections__co-shifted-parabola__mcq,mcq,clean,20,20,0,0,0,0
g12-conic-sections,conic-sections__co-shifted__mcq,mcq,clean,20,20,0,0,0,0
g12-function-analysis,function-analysis__fna-compose-domain__mcq,mcq,clean,20,20,0,0,0,0
g12-function-analysis,function-analysis__fna-compose-order__mcq,mcq,clean,20,20,0,0,0,0
g12-function-analysis,function-analysis__fna-decompose__mcq,mcq,clean,20,20,0,0,0,0
g12-function-analysis,function-analysis__fna-graph-read__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-function-analysis,function-analysis__fna-inc-dec__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-function-analysis,function-analysis__fna-one-to-one__mcq,mcq,clean,20,20,0,0,0,0
g12-limits-continuity,limits-continuity__lc-endbehavior__mcq,mcq,clean,20,20,0,0,0,0
g12-limits-continuity,limits-continuity__lc-factor__numeric,numeric,clean,20,20,0,0,0,0
g12-limits-continuity,limits-continuity__lc-ivt__mcq,mcq,clean,20,20,0,0,0,0
g12-limits-continuity,limits-continuity__lc-onesided__mcq,mcq,clean,20,20,0,0,0,0
g12-polar-parametric,polar-parametric__pp-circles__mcq,mcq,clean,20,20,0,0,0,0
g12-polar-parametric,polar-parametric__pp-eliminate__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polar-parametric,polar-parametric__pp-limacons__mcq,mcq,clean,20,20,0,0,0,0
g12-polar-parametric,polar-parametric__pp-parametric__mcq,mcq,clean,20,20,0,0,0,0
g12-polar-parametric,polar-parametric__pp-parametrize__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polar-parametric,polar-parametric__pp-polar-form__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polar-parametric,polar-parametric__pp-polar-form__mcq,mcq,clean,20,20,0,0,0,0
g12-polar-parametric,polar-parametric__pp-polar-system__mcq,mcq,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-boundary-rule__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-conjugate__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-ineq-scratch__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-mult-shortcut__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-portrait__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rational-cuts__mcq,mcq,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rearrange__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-pipeline__mcq,mcq,clean,20,20,0,0,0,0
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-signchart__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-trig-graphs-inverses,trig-graphs-inverses__tg-arcsin__mcq,mcq,clean,20,20,0,0,0,0
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-sin__buildExpression,buildExpression,clean,20,20,0,0,0,0
g12-trig-graphs-inverses,trig-graphs-inverses__tg-equiv-rules__mcq,mcq,clean,20,20,0,0,0,0
g12-trig-graphs-inverses,trig-graphs-inverses__tg-phase__mcq,mcq,clean,20,20,0,0,0,0
g12-trig-identities-equations,trig-identities-equations__ti-apply-sum-diff__mcq,mcq,clean,20,20,0,0,0,0
g12-trig-identities-equations,trig-identities-equations__ti-double-basic__mcq,mcq,clean,20,20,0,0,0,0
g12-trig-identities-equations,trig-identities-equations__ti-prove__mcq,mcq,clean,20,20,0,0,0,0
g12-vectors-matrices,vectors-matrices__vec-dot__numeric,exactNumberLab,clean,20,20,0,0,0,0
g12-vectors-matrices,vectors-matrices__vec-rotation__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-concavity__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-evt__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-first-derivative-test__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-inflection__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-mvt-consequences__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-optimisation-applied__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-optimisation-setup__dragOrder,dragOrder,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-read-f-prime__matchPairs,matchPairs,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-read-f-prime__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-rolle__mcq,mcq,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-three-charts__matchPairs,matchPairs,clean,20,20,0,0,0,0
g13-curve-analysis,curve-analysis__ca-three-charts__mcq,mcq,clean,20,20,0,0,0,0
g13-derivative-rules,derivative-rules__dr-chain-nested__mcq,mcq,clean,20,20,0,0,0,0
g13-derivative-rules,derivative-rules__dr-implicit-practice__mcq,mcq,clean,20,20,0,0,0,0
g13-derivative-rules,derivative-rules__dr-implicit__mcq,mcq,clean,20,20,0,0,0,0
g13-derivative-rules,derivative-rules__dr-limit-definition__mcq,mcq,clean,20,20,0,0,0,0
g13-derivative-rules,derivative-rules__dr-local-linearity__mcq,mcq,clean,20,20,0,0,0,0
g13-derivative-rules,derivative-rules__dr-trig-derivative__mcq,mcq,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__dragBucket,dragBucket,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__mcq,mcq,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-differentials__mcq,mcq,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-lhopital__mcq,mcq,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-linearisation-limits__mcq,mcq,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-linearisation__mcq,mcq,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-motion__mcq,mcq,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-motion__numeric,numeric,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-related-rates__mcq,mcq,clean,20,20,0,0,0,0
g13-derivatives-in-context,derivatives-in-context__dc-speed__mcq,mcq,clean,20,20,0,0,0,0
g13-differential-equations,differential-equations__de-equilibrium__mcq,mcq,clean,20,20,0,0,0,0
g13-differential-equations,differential-equations__de-euler__mcq,mcq,clean,20,20,0,0,0,0
g13-differential-equations,differential-equations__de-exponential__mcq,mcq,clean,20,20,0,0,0,0
g13-differential-equations,differential-equations__de-logistic__mcq,mcq,clean,20,20,0,0,0,0
g13-differential-equations,differential-equations__de-separable__buildExpression,buildExpression,clean,20,20,0,0,0,0
g13-differential-equations,differential-equations__de-separable__mcq,mcq,clean,20,20,0,0,0,0
g13-differential-equations,differential-equations__de-slope-field__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-accumulation__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-choosing-u__dragBucket,dragBucket,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-choosing-u__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-definite-integral__matchPairs,matchPairs,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-library__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-read-accumulation__matchPairs,matchPairs,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-read-accumulation__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-riemann__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-signed-area__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-squeeze__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-accumulation,integration-accumulation__in-usub__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-applications,integration-applications__ia-area-between__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-applications,integration-applications__ia-average-value__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-applications,integration-applications__ia-disc__mcq,mcq,clean,20,20,0,0,0,0
g13-integration-applications,integration-applications__ia-washer__matchPairs,matchPairs,clean,20,20,0,0,0,0
g13-parametric-polar-calculus,parametric-polar-calculus__pc-polar-area__mcq,mcq,clean,20,20,0,0,0,0
g13-parametric-polar-calculus,parametric-polar-calculus__pc-vector-motion__mcq,mcq,clean,20,20,0,0,0,0
g13-series-convergence,series-convergence__sc-alternating__mcq,mcq,clean,20,20,0,0,0,0
g13-series-convergence,series-convergence__sc-comparison__mcq,mcq,clean,20,20,0,0,0,0
g13-series-convergence,series-convergence__sc-nth-term__mcq,mcq,clean,20,20,0,0,0,0
g13-series-convergence,series-convergence__sc-power-ops__mcq,mcq,clean,20,20,0,0,0,0
g13-series-convergence,series-convergence__sc-radius__mcq,mcq,clean,20,20,0,0,0,0
g13-series-convergence,series-convergence__sc-ratio-test__mcq,mcq,clean,20,20,0,0,0,0
g13-series-convergence,series-convergence__sc-taylor__mcq,mcq,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-complement-table__mcq,mcq,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-complement__mcq,mcq,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-conditional-table__matchPairs,matchPairs,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-indep-vs-disjoint__matchPairs,matchPairs,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-indep-vs-disjoint__mcq,mcq,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-marginal-prob__mcq,mcq,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-multiplication-rule__mcq,mcq,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-mutually-exclusive__mcq,mcq,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-reversal-error__mcq,mcq,clean,20,20,0,0,0,0
g10-conditional-probability,conditional-probability__cpr-table-union__mcq,mcq,clean,20,20,0,0,0,0
deriv-explog,lnChain,numeric,exhausted,20,3,17,16,16,371
shape-identify,solid,tapDiagram,exhausted,20,4,16,16,16,369
root-solve,cube,buildExpression,exhausted,20,4,16,16,16,370
power-product,tenPower,numeric,exhausted,20,4,16,16,16,371
geo-series,doubling,numeric,exhausted,20,4,16,16,16,372
permutation-count,evenNumbers,numeric,exhausted,20,4,16,16,16,381
shape-identify,rollStack,tapDiagram,exhausted,20,4,16,15,16,370
angle-equation,lineThree,numeric,exhausted,20,4,15,15,16,369
equiv-test,squareVsDouble,numeric,exhausted,20,4,16,15,16,370
arc-measure,ratio,numeric,exhausted,20,4,15,15,16,378
g8-tm-dilation-similarity,tmSimilarSort,dragBucket,exhausted,20,4,15,15,16,368
g4-measure,mcDegreeMeasurementNumeric,numeric,exhausted,20,4,15,15,16,368
exp-function,decayStart,exactNumberLab,exhausted,20,5,15,15,15,355
geo-series,ballDown,numeric,exhausted,20,5,15,15,15,356
coordinate-plot,cgOrigin,pointEntry,exhausted,20,5,15,15,15,348
trig-deriv,chain,numeric,exhausted,20,5,15,15,15,347
g4-lines-angles,laSymmetryFindingNumeric,numeric,exhausted,20,5,15,15,15,348
unit-size,extraSharer,numeric,exhausted,20,4,16,14,15,351
radian-convert,halfPiToDeg,numeric,exhausted,20,5,14,14,15,350
negative-intro,compareFractionDecimal,rationalCompare,exhausted,20,5,14,14,15,355
geo-series,infAlternating,numeric,exhausted,20,5,14,14,15,350
angle-sum,cgTriangleEqualAngle,numeric,exhausted,20,5,14,14,15,346
full-sketch,directionChanges,numeric,exhausted,20,5,15,14,14,330
permutation-count,podium,numeric,exhausted,20,5,14,14,15,351
double-angle-solve,countSolutions,numeric,exhausted,20,5,15,14,14,325
chord-perp,parallelChords,numeric,exhausted,20,5,14,14,15,351
chord-dist,howMuchLonger,numeric,exhausted,20,5,14,14,15,347
