portfolio_id,severity,display_type,rule,target_kind,target_id,renderer,evidence
GF-F-BAR-CHART-FIGURE-FAMILY-G2G-ORIGIN,MAJOR,bar_chart,origin,figure_renderer,g2g-bar-gap,G2gBarGap,origin/zero not statically visible
GF-F-DOT-PLOT-FIGURE-FAMILY-G2G-TICKS,MAJOR,dot_plot,ticks,figure_renderer,g2g-display-choice,G2gDisplayChoice,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,asv-coord-length,AsvCoordLength,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-GRID,MINOR,coordinate_graph,grid,figure_renderer,asv-coord-length,AsvCoordLength,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,asv-coord-length,AsvCoordLength,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,asv-coord-area,AsvCoordArea,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-GRID,MINOR,coordinate_graph,grid,figure_renderer,asv-coord-area,AsvCoordArea,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,asv-coord-area,AsvCoordArea,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,asv-coordinate-rectangle-area,AsvCoordinateRectangleArea,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,asv-coordinate-rectangle-area,AsvCoordinateRectangleArea,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,asv-coordinate-right-triangle-legs,AsvCoordinateRightTriangleLegs,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,asv-coordinate-right-triangle-legs,AsvCoordinateRightTriangleLegs,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,asv-coordinate-composite-setup,AsvCoordinateCompositeSetup,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,asv-coordinate-composite-setup,AsvCoordinateCompositeSetup,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,asv-coordinate-composite-sum,AsvCoordinateCompositeSum,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-GRID,MINOR,coordinate_graph,grid,figure_renderer,asv-coordinate-composite-sum,AsvCoordinateCompositeSum,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-ASV-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,asv-coordinate-composite-sum,AsvCoordinateCompositeSum,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-RR-TICKS,MAJOR,number_line,ticks,figure_renderer,rr-tools,RrTools,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-MB-TICKS,MAJOR,number_line,ticks,figure_renderer,mb-multiples,MbMultiples,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-DPV-TICKS,MAJOR,number_line,ticks,figure_renderer,dpv-round-whole,DpvRoundWhole,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-PV4-TICKS,MAJOR,number_line,ticks,figure_renderer,pv4-round-place,Pv4RoundPlace,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-MD3-TICKS,MAJOR,number_line,ticks,figure_renderer,md3-elapsed,Md3Elapsed,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MD3-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,md3-pictograph,Md3Pictograph,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MD3-GRID,MINOR,coordinate_graph,grid,figure_renderer,md3-pictograph,Md3Pictograph,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MD3-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,md3-pictograph,Md3Pictograph,origin/zero not statically visible
GF-F-BAR-CHART-FIGURE-FAMILY-MD3-ORIGIN,MAJOR,bar_chart,origin,figure_renderer,md3-bargraph,Md3BarGraph,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-PV3-TICKS,MAJOR,number_line,ticks,figure_renderer,pv3-round-ten,Pv3RoundTen,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-PV3-TICKS,MAJOR,number_line,ticks,figure_renderer,pv3-round-hundred,Pv3RoundHundred,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-PV3-TICKS,MAJOR,number_line,ticks,figure_renderer,pv3-halfway,Pv3Halfway,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-PV3-TICKS,MAJOR,number_line,ticks,figure_renderer,pv3-jump,Pv3Jump,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-FRAC-TICKS,MAJOR,number_line,ticks,figure_renderer,frac-numline-fourths,FracNumlineFourths,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-FRAC-TICKS,MAJOR,number_line,ticks,figure_renderer,frac-numline-unit,FracNumlineUnit,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-FRAC-TICKS,MAJOR,number_line,ticks,figure_renderer,frac-numline-threefourths,FracNumlineThreeFourths,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-FRAC-TICKS,MAJOR,number_line,ticks,figure_renderer,frac-numline-pastone,FracNumlinePastOne,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-FRAC-TICKS,MAJOR,number_line,ticks,figure_renderer,frac-equiv-numline,FracEquivNumline,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-LABELS,MINOR,number_line,labels,figure_renderer,g2l-choice-add-33-20,G2Add33Plus20Candidates,no axis/text label token in renderer source
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-TICKS,MAJOR,number_line,ticks,figure_renderer,g2l-choice-add-33-20,G2Add33Plus20Candidates,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-LABELS,MINOR,number_line,labels,figure_renderer,g2l-choice-add-44-20,G2Add44Plus20Candidates,no axis/text label token in renderer source
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-TICKS,MAJOR,number_line,ticks,figure_renderer,g2l-choice-add-44-20,G2Add44Plus20Candidates,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-LABELS,MINOR,number_line,labels,figure_renderer,g2l-choice-add-45-20,G2Add45Plus20Candidates,no axis/text label token in renderer source
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-TICKS,MAJOR,number_line,ticks,figure_renderer,g2l-choice-add-45-20,G2Add45Plus20Candidates,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-LABELS,MINOR,number_line,labels,figure_renderer,g2l-choice-gap-54-34,G2Gap54Minus34Candidates,no axis/text label token in renderer source
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-TICKS,MAJOR,number_line,ticks,figure_renderer,g2l-choice-gap-54-34,G2Gap54Minus34Candidates,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-LABELS,MINOR,number_line,labels,figure_renderer,g2l-choice-gap-53-33,G2Gap53Minus33Candidates,no axis/text label token in renderer source
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-TICKS,MAJOR,number_line,ticks,figure_renderer,g2l-choice-gap-53-33,G2Gap53Minus33Candidates,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-LABELS,MINOR,number_line,labels,figure_renderer,g2l-choice-gap-43-33,G2Gap43Minus33Candidates,no axis/text label token in renderer source
GF-F-NUMBER-LINE-FIGURE-FAMILY-G2L-TICKS,MAJOR,number_line,ticks,figure_renderer,g2l-choice-gap-43-33,G2Gap43Minus33Candidates,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-NUMBER-TICKS,MAJOR,number_line,ticks,figure_renderer,number-line-jumps,NumberLineJumps,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-DOUBLE-TICKS,MAJOR,number_line,ticks,figure_renderer,double-number-line,DoubleNumberLine,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FOUR-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,four-quadrant-plane,FourQuadrantPlane,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FOUR-GRID,MINOR,coordinate_graph,grid,figure_renderer,four-quadrant-plane,FourQuadrantPlane,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FOUR-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,four-quadrant-plane,FourQuadrantPlane,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-KITE-GRID,MINOR,coordinate_graph,grid,figure_renderer,kite-diagonals,KiteDiagonals,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-KITE-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,kite-diagonals,KiteDiagonals,origin/zero not statically visible
GF-F-DOT-PLOT-FIGURE-FAMILY-DOT-TICKS,MAJOR,dot_plot,ticks,figure_renderer,dot-plot-pets,DotPlotPets,no statically visible tick construction
GF-F-HISTOGRAM-FIGURE-FAMILY-HISTOGRAM-ORIGIN,MAJOR,histogram,origin,figure_renderer,histogram-scores,HistogramScores,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-MEAN-TICKS,MAJOR,number_line,ticks,figure_renderer,mean-outlier-pull,MeanOutlierPull,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-RANGE-TICKS,MAJOR,number_line,ticks,figure_renderer,range-stretch,RangeStretch,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-SPREAD-TICKS,MAJOR,scatter_plot,ticks,figure_renderer,spread-compare,SpreadCompare,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-SPREAD-GRID,MINOR,scatter_plot,grid,figure_renderer,spread-compare,SpreadCompare,display convention requires grid; none statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-SPREAD-ORIGIN,MAJOR,scatter_plot,origin,figure_renderer,spread-compare,SpreadCompare,origin/zero not statically visible
GF-F-DOT-PLOT-FIGURE-FAMILY-DISTRIBUTION-TICKS,MAJOR,dot_plot,ticks,figure_renderer,distribution-story,DistributionStory,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-NUMBER-TICKS,MAJOR,number_line,ticks,figure_renderer,number-line-between-integers,NumberLineBetweenIntegers,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-SCATTER-GRID,MINOR,scatter_plot,grid,figure_renderer,scatter-association,ScatterAssociation,display convention requires grid; none statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-SCATTER-GRID,MINOR,scatter_plot,grid,figure_renderer,scatter-best-fit,ScatterBestFit,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-BV-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,bv-line-equation,BvLineEquation,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-BV-GRID,MINOR,coordinate_graph,grid,figure_renderer,bv-line-equation,BvLineEquation,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-BV-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,bv-line-equation,BvLineEquation,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARENT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,parent-functions,ParentFunctions,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARENT-GRID,MINOR,coordinate_graph,grid,figure_renderer,parent-functions,ParentFunctions,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PARENT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,parent-functions,ParentFunctions,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-INVERSE-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,inverse-reflection,InverseReflection,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-INVERSE-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,inverse-reflection,InverseReflection,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-COMPLEX-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,complex-plane,ComplexPlane,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-COMPLEX-GRID,MINOR,coordinate_graph,grid,figure_renderer,complex-plane,ComplexPlane,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-END-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,end-behavior-quadrants,EndBehaviorQuadrants,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-END-GRID,MINOR,coordinate_graph,grid,figure_renderer,end-behavior-quadrants,EndBehaviorQuadrants,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-END-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,end-behavior-quadrants,EndBehaviorQuadrants,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MULTIPLICITY-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,multiplicity-bounce-cross,MultiplicityBounceCross,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MULTIPLICITY-GRID,MINOR,coordinate_graph,grid,figure_renderer,multiplicity-bounce-cross,MultiplicityBounceCross,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MULTIPLICITY-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,multiplicity-bounce-cross,MultiplicityBounceCross,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-SQRT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,sqrt-domain-graph,SqrtDomainGraph,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-SQRT-GRID,MINOR,coordinate_graph,grid,figure_renderer,sqrt-domain-graph,SqrtDomainGraph,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-SQRT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,sqrt-domain-graph,SqrtDomainGraph,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXTRANEOUS-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,extraneous-intersection,ExtraneousIntersection,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXTRANEOUS-GRID,MINOR,coordinate_graph,grid,figure_renderer,extraneous-intersection,ExtraneousIntersection,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-EXTRANEOUS-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,extraneous-intersection,ExtraneousIntersection,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-RECIPROCAL-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,reciprocal-parent,ReciprocalParent,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-RECIPROCAL-GRID,MINOR,coordinate_graph,grid,figure_renderer,reciprocal-parent,ReciprocalParent,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-RECIPROCAL-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,reciprocal-parent,ReciprocalParent,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-HOLE-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,hole-vs-asymptote,HoleVsAsymptote,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-HOLE-GRID,MINOR,coordinate_graph,grid,figure_renderer,hole-vs-asymptote,HoleVsAsymptote,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-HOLE-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,hole-vs-asymptote,HoleVsAsymptote,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-UNIT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,unit-circle-reference,UnitCircleReference,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-UNIT-GRID,MINOR,coordinate_graph,grid,figure_renderer,unit-circle-reference,UnitCircleReference,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-UNIT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,unit-circle-reference,UnitCircleReference,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FERRIS-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,ferris-wheel-wave,FerrisWheelWave,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FERRIS-GRID,MINOR,coordinate_graph,grid,figure_renderer,ferris-wheel-wave,FerrisWheelWave,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FERRIS-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,ferris-wheel-wave,FerrisWheelWave,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MIDPOINT-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,midpoint-average,MidpointAverage,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MIDPOINT-GRID,MINOR,coordinate_graph,grid,figure_renderer,midpoint-average,MidpointAverage,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-MIDPOINT-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,midpoint-average,MidpointAverage,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-SOLIDS-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,solids-of-revolution,SolidsOfRevolution,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-SOLIDS-GRID,MINOR,coordinate_graph,grid,figure_renderer,solids-of-revolution,SolidsOfRevolution,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-SOLIDS-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,solids-of-revolution,SolidsOfRevolution,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-AVP-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,avp-open-closed-circle,AvpOpenClosedCircle,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-AVP-GRID,MINOR,coordinate_graph,grid,figure_renderer,avp-open-closed-circle,AvpOpenClosedCircle,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-AVP-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,avp-open-closed-circle,AvpOpenClosedCircle,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-AVP-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,avp-step-function,AvpStepFunction,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-AVP-GRID,MINOR,coordinate_graph,grid,figure_renderer,avp-step-function,AvpStepFunction,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-AVP-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,avp-step-function,AvpStepFunction,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-NLS-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,nls-substitute-recipe,NlsSubstituteRecipe,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-NLS-GRID,MINOR,coordinate_graph,grid,figure_renderer,nls-substitute-recipe,NlsSubstituteRecipe,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-NLS-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,nls-substitute-recipe,NlsSubstituteRecipe,origin/zero not statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-TICKS,MAJOR,scatter_plot,ticks,figure_renderer,bv-residual-gap,BvResidualGap,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-GRID,MINOR,scatter_plot,grid,figure_renderer,bv-residual-gap,BvResidualGap,display convention requires grid; none statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-ORIGIN,MAJOR,scatter_plot,origin,figure_renderer,bv-residual-gap,BvResidualGap,origin/zero not statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-TICKS,MAJOR,scatter_plot,ticks,figure_renderer,bv-residual-sign,BvResidualSign,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-GRID,MINOR,scatter_plot,grid,figure_renderer,bv-residual-sign,BvResidualSign,display convention requires grid; none statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-TICKS,MAJOR,scatter_plot,ticks,figure_renderer,bv-residual-plot-diagnoses,BvResidualPlotDiagnoses,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-GRID,MINOR,scatter_plot,grid,figure_renderer,bv-residual-plot-diagnoses,BvResidualPlotDiagnoses,display convention requires grid; none statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-ORIGIN,MAJOR,scatter_plot,origin,figure_renderer,bv-residual-plot-diagnoses,BvResidualPlotDiagnoses,origin/zero not statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-TICKS,MAJOR,scatter_plot,ticks,figure_renderer,bv-residuals-steer-the-line,BvResidualsSteerTheLine,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-GRID,MINOR,scatter_plot,grid,figure_renderer,bv-residuals-steer-the-line,BvResidualsSteerTheLine,display convention requires grid; none statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-BV-ORIGIN,MAJOR,scatter_plot,origin,figure_renderer,bv-residuals-steer-the-line,BvResidualsSteerTheLine,origin/zero not statically visible
GF-F-BOX-PLOT-FIGURE-FAMILY-DD-TICKS,MAJOR,box_plot,ticks,figure_renderer,dd-box-five-number,DdBoxFiveNumber,no statically visible tick construction
GF-F-BOX-PLOT-FIGURE-FAMILY-DD-TICKS,MAJOR,box_plot,ticks,figure_renderer,dd-box-quarters,DdBoxQuarters,no statically visible tick construction
GF-F-BOX-PLOT-FIGURE-FAMILY-DD-TICKS,MAJOR,box_plot,ticks,figure_renderer,dd-box-compare-two,DdBoxCompareTwo,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-DD-TICKS,MAJOR,number_line,ticks,figure_renderer,dd-mad-distances,DdMadDistances,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-SP-TICKS,MAJOR,number_line,ticks,figure_renderer,sp-mad-ruler,SpMadRuler,no statically visible tick construction
GF-F-NUMBER-LINE-FIGURE-FAMILY-PR7-TICKS,MAJOR,number_line,ticks,figure_renderer,pr7-percent-error,Pr7PercentError,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-TM8-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,tm8-reflect-rule,Tm8ReflectRule,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-TM8-GRID,MINOR,coordinate_graph,grid,figure_renderer,tm8-reflect-rule,Tm8ReflectRule,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-TM8-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,tm8-reflect-rule,Tm8ReflectRule,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-RR6-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,rr6-table-to-plane,Rr6TableToPlane,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-RR6-GRID,MINOR,coordinate_graph,grid,figure_renderer,rr6-table-to-plane,Rr6TableToPlane,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-RR6-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,rr6-table-to-plane,Rr6TableToPlane,origin/zero not statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR7-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,pr7-k-three-ways,Pr7KThreeWays,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR7-GRID,MINOR,coordinate_graph,grid,figure_renderer,pr7-k-three-ways,Pr7KThreeWays,display convention requires grid; none statically visible
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-PR7-ORIGIN,MAJOR,coordinate_graph,origin,figure_renderer,pr7-k-three-ways,Pr7KThreeWays,origin/zero not statically visible
GF-F-DOT-PLOT-FIGURE-FAMILY-DM-TICKS,MAJOR,dot_plot,ticks,figure_renderer,dm-shape-outlier,DmShapeOutlier,no statically visible tick construction
GF-F-BOX-PLOT-FIGURE-FAMILY-DM-TICKS,MAJOR,box_plot,ticks,figure_renderer,dm-compare-spread,DmCompareSpread,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-DM-TICKS,MAJOR,scatter_plot,ticks,figure_renderer,dm-residual-gap-intro,DmResidualGapIntro,no statically visible tick construction
GF-F-SCATTER-PLOT-FIGURE-FAMILY-DM-GRID,MINOR,scatter_plot,grid,figure_renderer,dm-residual-gap-intro,DmResidualGapIntro,display convention requires grid; none statically visible
GF-F-SCATTER-PLOT-FIGURE-FAMILY-DM-ORIGIN,MAJOR,scatter_plot,origin,figure_renderer,dm-residual-gap-intro,DmResidualGapIntro,origin/zero not statically visible
GF-F-NUMBER-LINE-FIGURE-FAMILY-DM-TICKS,MAJOR,number_line,ticks,figure_renderer,dm-correlation-scale,DmCorrelationScale,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FNA-TICKS,MAJOR,coordinate_graph,ticks,figure_renderer,fna-compare-representations,FnaCompareRepresentations,no statically visible tick construction
GF-F-COORDINATE-GRAPH-FIGURE-FAMILY-FNA-GRID,MINOR,coordinate_graph,grid,figure_renderer,fna-compare-representations,FnaCompareRepresentations,display convention requires grid; none statically visible
